Scholarship name, Amount Rewarded, Deadline, Disbursment Date, Required Info, Preffered Majors
Scholarship2629,1907,2017-10-24,2020-04-03, Info, Major
Scholarship2643,1219,2017-07-27,2020-06-14, Info, Major
Scholarship2668,643,2018-06-21,2020-02-09, Info, Major
Scholarship2671,992,2020-02-25,2020-05-16, Info, Major
Scholarship2688,886,2020-02-04,2020-12-28, Info, Major
Scholarship2716,1178,2016-03-11,2020-10-09, Info, Major
Scholarship2719,1183,2019-06-20,2020-06-18, Info, Major
Scholarship2760,1791,2020-01-12,2020-05-12, Info, Major
Scholarship2761,1149,2017-06-21,2020-12-25, Info, Major
Scholarship2772,2297,2017-08-18,2020-01-21, Info, Major
Scholarship2789,1149,2017-01-08,2020-11-19, Info, Major
Scholarship2791,1968,2017-11-20,2020-04-08, Info, Major
Scholarship2816,1427,2020-03-05,2020-08-03, Info, Major
Scholarship2821,1729,2019-11-23,2020-01-14, Info, Major
Scholarship2823,679,2017-10-21,2020-11-14, Info, Major
Scholarship2833,770,2014-05-09,2020-01-17, Info, Major
Scholarship2844,1273,2018-04-02,2020-11-19, Info, Major
Scholarship2846,2484,2015-06-07,2020-01-19, Info, Major
Scholarship2857,1497,2018-05-21,2020-12-19, Info, Major
Scholarship2863,1542,2015-09-01,2020-04-03, Info, Major
Scholarship2873,2068,2018-05-26,2020-06-16, Info, Major
Scholarship2891,781,2014-04-01,2020-03-24, Info, Major
Scholarship2908,2083,2020-03-18,2020-06-05, Info, Major
Scholarship2981,1681,2017-05-05,2020-11-14, Info, Major
Scholarship2990,1396,2018-11-06,2020-06-04, Info, Major
Scholarship3005,1403,2020-03-07,2020-03-15, Info, Major
Scholarship3012,1724,2015-03-26,2020-06-11, Info, Major
Scholarship3019,1164,2019-04-10,2020-02-13, Info, Major
Scholarship3041,2075,2019-10-17,2020-10-27, Info, Major
Scholarship3092,2083,2017-08-22,2020-12-03, Info, Major
Scholarship3093,1692,2014-04-20,2020-07-24, Info, Major
Scholarship3109,1049,2014-06-01,2020-07-28, Info, Major
Scholarship3113,1241,2020-05-17,2020-05-28, Info, Major
Scholarship3118,2263,2019-07-07,2020-02-22, Info, Major
Scholarship3123,547,2018-09-27,2020-03-21, Info, Major
Scholarship3127,2135,2018-12-10,2020-09-06, Info, Major
